0	  1.000000	 -6.845133	 -0.000000
snap 1 recorded at time 0
20	  0.999998	 -1.330676	  0.000000
40	  0.999994	 -6.922186	  0.000000
60	  0.999991	 -7.417820	 -0.000000
80	  0.999991	 -6.319953	  0.000000
100	  0.999992	 -5.253457	 -0.000000
120	  0.999993	 -4.582289	  0.000000
140	  1.000011	 -4.187780	  0.000000
160	  1.000036	 -3.934100	 -0.000000
180	  1.000050	 -3.749952	 -0.000000
200	  1.000056	 -3.604797	  0.000000
220	  1.000058	 -3.477047	  0.000000
240	  1.000064	 -1.122079	  0.000000
260	  1.000071	 -4.555210	  0.000000
280	  1.000067	 -4.744380	 -0.000000
300	  1.000066	 -3.710244	  0.000000
320	  1.000068	 -2.859115	  0.000001
340	  1.000072	 -2.665661	  0.000387
360	  1.000076	 -2.805970	 -0.000590
380	  1.000083	 -2.938160	 -0.000259
400	  1.000087	 -2.992538	  0.000085
420	  1.000088	 -2.993142	  0.000097
440	  1.000089	 -2.972810	  0.000052
460	  1.000090	 -2.888905	  0.000017
480	  1.000094	 -2.801835	  0.000003
500	  1.000097	 -3.265259	 -0.000000
520	  1.000098	 -3.027123	 -0.000001
540	  1.000101	 -2.768407	 -0.000001
560	  1.000105	 -2.646192	 -0.000001
580	  1.000108	 -2.769261	  0.000001
600	  1.000111	 -2.883006	 -0.000003
620	  1.000114	 -2.897122	 -0.000003
640	  1.000116	 -2.860793	 -0.000005
660	  1.000118	 -2.826890	 -0.000001
680	  1.000121	 -2.842922	 -0.000003
700	  1.000125	 -2.646499	  0.000003
720	  1.000127	 -2.765988	  0.000027
740	  1.000133	 -2.841150	 -0.000090
760	  1.000135	 -2.983582	  0.000033
780	  1.000143	 -2.907309	  0.000031
800	  1.000223	 -2.701706	 -0.000004
820	  1.000336	 -2.689504	 -0.000014
840	  1.000382	 -2.728233	 -0.000011
860	  1.000402	 -2.738474	 -0.000006
880	  1.000415	 -2.735441	 -0.000003
900	  1.000427	 -2.737866	 -0.000004
920	  1.000440	 -2.738882	 -0.000004
940	  1.000453	 -2.698631	  0.000001
960	  1.000467	 -2.728431	 -0.000008
980	  1.000481	 -2.733771	 -0.000017
1000	  1.000495	 -2.911924	  0.000006
1020	  1.000505	 -2.692531	 -0.000065
1040	  1.000467	 -2.550979	 -0.000157
1060	  1.000333	 -2.675770	  0.000308
1080	  1.000219	 -2.736283	  0.000084
1100	  1.000162	 -2.733715	 -0.000105
1120	  1.000149	 -2.716662	 -0.000047
1140	  1.000153	 -2.701108	  0.000010
1160	  1.000155	 -2.685081	 -0.000002
1180	  1.000154	 -2.701565	 -0.000029
1200	  1.000152	 -2.675511	 -0.000030
1220	  1.000148	 -2.688436	 -0.000015
1240	  1.000144	 -2.727931	 -0.000006
1260	  1.000138	 -2.627367	 -0.000005
1280	  1.000122	 -2.626185	 -0.000006
1300	  1.000101	 -2.694139	 -0.000004
1320	  1.000095	 -2.702617	 -0.000002
1340	  1.000101	 -2.679573	 -0.000003
1360	  1.000109	 -2.664032	 -0.000002
1380	  1.000109	 -2.667135	  0.000021
1400	  1.000103	 -2.643829	  0.000006
1420	  1.000096	 -2.626110	 -0.000060
1440	  1.000089	 -2.669448	  0.000010
1460	  1.000081	 -2.727341	  0.000018
1480	  1.000074	 -2.675382	 -0.000047
1500	  1.000069	 -2.617574	 -0.000013
1520	  1.000063	 -2.620364	 -0.000004
1540	  1.000056	 -2.645709	 -0.000040
1560	  1.000056	 -2.652487	 -0.000014
1580	  1.000054	 -2.645530	  0.000018
1600	  1.000048	 -2.641646	  0.000020
1620	  1.000041	 -2.640280	  0.000013
1640	  1.000035	 -2.624821	 -0.000003
1660	  1.000030	 -2.641088	 -0.000015
1680	  1.000024	 -2.686209	  0.000019
1700	  1.000020	 -2.640222	  0.000005
1720	  1.000015	 -2.598651	  0.000004
1740	  1.000010	 -2.607338	  0.000043
1760	  1.000005	 -2.621363	 -0.000148
1780	  0.999997	 -2.646596	 -0.000066
1800	  0.999991	 -2.675779	  0.000108
1820	  0.999990	 -2.738921	  0.000001
1840	  0.999990	 -2.678660	 -0.000005
1860	  0.999986	 -2.475074	  0.000015
1880	  0.999981	 -2.399257	  0.000015
1900	  0.999975	 -2.521031	  0.000005
1920	  0.999970	 -2.664749	  0.000003
1940	  0.999965	 -2.790321	  0.000005
1960	  0.999962	 -2.909501	 -0.000004
1980	  0.999959	 -2.564203	 -0.000057
2000	  0.999960	 -2.178230	 -0.000021
2020	  0.999967	 -2.321949	  0.000045
2040	  0.999974	 -2.605759	  0.000029
2060	  0.999977	 -2.664609	 -0.000011
2080	  0.999975	 -2.564690	 -0.000024
2100	  0.999971	 -2.565082	 -0.000003
2120	  0.999969	 -2.807795	  0.000012
2140	  0.999967	 -3.107090	 -0.000026
2160	  0.999962	 -2.945516	 -0.000013
2180	  0.999958	 -2.415355	  0.000002
2200	  0.999955	 -2.102181	 -0.000010
2220	  0.999954	 -2.308430	 -0.000042
2240	  0.999952	 -3.158688	  0.000016
2260	  0.999940	 -3.539042	  0.000116
2280	  0.999918	 -2.941136	  0.000001
2300	  0.999900	 -2.519341	 -0.000122
2320	  0.999890	 -2.344897	 -0.000192
2340	  0.999884	 -2.125766	  0.000061
2360	  0.999879	 -2.341519	  0.000160
2380	  0.999874	 -2.589131	  0.000030
2400	  0.999869	 -2.399328	  0.000070
2420	  0.999865	 -2.323717	 -0.000120
2440	  0.999860	 -2.663584	 -0.000235
2460	  0.999854	 -3.002780	  0.000068
2480	  0.999847	 -2.712567	  0.000194
2500	  0.999841	 -1.958606	 -0.000005
2520	  0.999836	 -1.858603	  0.000056
2540	  0.999834	 -2.717372	 -0.000227
